seq,IR,Red
17,222889,201639
18,222914,201701
18,222915,201748
18,222922,201662
18,222924,201650
18,222919,201576
18,222916,201610
18,222921,201662
18,222923,201664
18,222950,201652
18,222936,201641
18,222946,201643
18,222955,201640
18,222967,201639
18,222944,201670
18,222958,201709
18,222947,201704
18,222953,201704
18,222960,201686
18,222967,201674
18,222989,201681
18,222972,201655
18,222984,201642
18,222973,201546
18,222978,201661
18,223001,201606
18,222977,201645
18,222985,201625
18,222983,201723
18,222996,201656
18,223002,201718
18,222988,201596
18,222998,201616
19,223006,201652
19,223033,201692
19,223023,201671
19,223019,201594
19,223029,201652
19,223032,201626
19,223022,201653
19,223036,201647
19,223032,201604
19,223037,201662
19,223030,201650
19,223042,201634
19,223045,201644
19,223057,201657
19,223058,201638
19,223050,201627
19,223054,201685
19,223055,201685
19,223058,201668
19,223050,201647
19,223050,201727
19,223028,201707
19,223033,201619
19,223007,201602
19,222990,201621
19,222965,201614
19,222942,201597
19,222928,201597
19,222891,201603
19,222862,201601
19,222842,201568
19,222822,201587
20,222736,201539
20,222739,201550
20,222741,201583
20,222752,201559
20,222740,201565
20,222744,201578
20,222745,201577
20,222769,201581
20,222754,201599
20,222741,201531
20,222757,201535
20,222759,201578
20,222756,201514
20,222766,201529
20,222752,201567
20,222750,201553
20,222727,201532
20,222724,201511
20,222717,201536
20,222731,201558
20,222715,201581
20,222707,201554
20,222705,201529
20,222718,201547
20,222715,201579
20,222712,201478
20,222720,201561
20,222705,201565
20,222700,201584
20,222714,201554
20,222706,201560
20,222706,201588
21,222675,201488
21,222665,201512
21,222662,201498
21,222655,201448
21,222656,201425
21,222657,201458
21,222671,201418
21,222663,201420
21,222653,201441
21,222655,201509
21,222652,201429
21,222653,201413
21,222653,201362
21,222660,201361
21,222662,201416
21,222642,201383
21,222667,201453
21,222655,201459
21,222656,201417
21,222674,201382
21,222662,201417
21,222652,201385
21,222656,201464
21,222670,201413
21,222652,201407
21,222657,201442
21,222671,201386
21,222660,201407
21,222674,201377
21,222680,201469
21,222662,201498
21,222686,201378
22,222684,201421
22,222699,201389
22,222700,201427
22,222701,201437
22,222695,201398
22,222699,201456
22,222692,201445
22,222686,201393
22,222708,201452
22,222696,201419
22,222704,201558
22,222702,201426
22,222711,201491
22,222716,201516
22,222705,201469
22,222712,201386
22,222718,201453
22,222714,201409
22,222730,201395
22,222737,201451
22,222720,201412
22,222727,201500
22,222733,201461
22,222739,201400
22,222724,201440
22,222738,201433
22,222732,201461
22,222741,201396
22,222741,201482
22,222738,201463
22,222730,201424
22,222731,201466
23,222760,201450
23,222762,201482
23,222754,201438
23,222754,201453
23,222766,201473
23,222775,201438
23,222773,201479
23,222775,201408
23,222759,201451
23,222773,201439
23,222769,201399
23,222771,201427
23,222770,201417
23,222759,201405
23,222741,201431
23,222731,201371
23,222704,201363
23,222699,201313
23,222672,201386
23,222639,201387
23,222622,201341
23,222606,201371
23,222574,201359
23,222560,201457
23,222555,201475
23,222534,201345
23,222525,201351
23,222518,201335
23,222506,201318
23,222511,201296
23,222516,201312
23,222514,201350
24,222537,201404
24,222537,201417
24,222536,201340
24,222539,201428
24,222546,201391
24,222554,201424
24,222552,201440
24,222547,201444
24,222540,201431
24,222528,201398
24,222552,201375
24,222540,201387
24,222547,201382
24,222551,201398
24,222568,201378
24,222568,201384
24,222553,201396
24,222567,201403
24,222572,201363
24,222565,201373
24,222570,201379
24,222560,201389
24,222560,201383
24,222552,201371
24,222551,201386
24,222538,201376
24,222545,201369
24,222537,201370
24,222524,201342
24,222523,201342
24,222509,201358
24,222514,201363
25,222499,201344
25,222505,201336
25,222518,201349
25,222515,201414
25,222507,201378
25,222510,201319
25,222519,201327
25,222525,201413
25,222517,201358
25,222518,201348
25,222525,201352
25,222521,201403
25,222526,201391
25,222521,201401
25,222531,201415
25,222527,201436
25,222523,201440
25,222536,201417
25,222530,201421
25,222539,201394
25,222545,201418
25,222539,201458
25,222544,201354
25,222543,201357
25,222550,201373
25,222548,201344
25,222534,201357
25,222550,201359
25,222543,201376
25,222557,201410
25,222552,201375
25,222570,201347
26,222544,201391
26,222557,201382
26,222566,201386
26,222573,201372
26,222559,201423
26,222574,201393
26,222576,201434
26,222571,201407
26,222563,201371
26,222570,201375
26,222567,201389
26,222577,201392
26,222570,201365
26,222575,201364
26,222587,201410
26,222570,201394
26,222580,201406
26,222585,201372
26,222572,201388
26,222574,201442
26,222580,201411
26,222576,201377
26,222581,201414
26,222586,201401
26,222570,201390
26,222582,201318
26,222589,201422
26,222587,201382
26,222570,201382
26,222595,201394
26,222589,201389
26,222593,201420
